screening_id,source_inventory_line,requested_model_or_family,category,cell_type,model_scope_candidate,specific_source_identified,primary_source_title,doi,metadata_status,full_text_access_status,equation_evidence_status,parameter_evidence_status,code_identified,code_url,code_license_status,screening_status,exclusion_or_hold_reason,priority,last_checked
screen_0100,306,Lipid-associated microglial models,D3 Microglia molecular models,Microglia,cell_function,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0101,307,Gene-regulatory Boolean or ODE models,D3 Microglia molecular models,Microglia,cell_function,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0102,321,Nikolov oligodendrocyte differentiation model,E1 Oligodendrocyte lineage,Oligodendrocyte,cell_function,yes,Detection and Analysis of Critical Dynamic Properties of Oligodendrocyte Differentiation,10.3390/math10162928,verified,not_verified,bibliography_verified,parameters_incomplete,no,,license_unclear,bibliography_verified,Equation audit is not complete.,high,2026-07-23
screen_0103,322,OPC proliferation models,E1 Oligodendrocyte lineage,Oligodendrocyte and OPC,cell_population,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0104,323,OPC migration models,E1 Oligodendrocyte lineage,Oligodendrocyte and OPC,cell_population,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0105,324,OPC differentiation models,E1 Oligodendrocyte lineage,Oligodendrocyte and OPC,cell_population,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0106,325,OPC density-regulation models,E1 Oligodendrocyte lineage,Oligodendrocyte and OPC,cell_population,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0107,326,OPC-to-pre-oligodendrocyte transition models,E1 Oligodendrocyte lineage,Oligodendrocyte and OPC,cell_population,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0108,327,Pre-oligodendrocyte-to-mature-oligodendrocyte models,E1 Oligodendrocyte lineage,Oligodendrocyte and OPC,cell_population,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0109,328,Oligodendrocyte lineage Markov models,E1 Oligodendrocyte lineage,Oligodendrocyte and OPC,cell_population,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0110,329,Oligodendrocyte lineage ODE models,E1 Oligodendrocyte lineage,Oligodendrocyte and OPC,cell_population,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0111,330,Agent-based oligodendrocyte lineage models,E1 Oligodendrocyte lineage,Oligodendrocyte and OPC,cell_population,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0112,344,MRG myelinated-axon model,E2 Myelinated axons,Myelinated axon,indirect_parameterization,yes,Modeling the Excitability of Mammalian Nerve Fibers: Influence of Afterpotentials on the Recovery Cycle,10.1152/jn.00353.2001,verified,source_identified,bibliography_verified,not_verified,no,,not_assessed,promoted,,high,2026-07-23
screen_0113,345,Double-cable myelinated-axon models,E2 Myelinated axons,Myelinated axon,indirect_parameterization,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0114,346,Node-of-Ranvier models,E2 Myelinated axons,Myelinated axon,indirect_parameterization,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0115,347,Paranodal and internodal models,E2 Myelinated axons,Myelinated axon,indirect_parameterization,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0116,348,g-ratio and conduction-velocity models,E2 Myelinated axons,Myelinated axon,indirect_parameterization,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0117,349,Myelin-thickness models,E2 Myelinated axons,Myelinated axon,indirect_parameterization,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0118,350,Internode-length models,E2 Myelinated axons,Myelinated axon,indirect_parameterization,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0119,351,Demyelination conduction models,E2 Myelinated axons,Myelinated axon,indirect_parameterization,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0120,352,Remyelination conduction models,E2 Myelinated axons,Myelinated axon,indirect_parameterization,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0121,369,Pajevic-type myelin and conduction-delay models,E3 Myelin plasticity,Neuron-myelin system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0122,370,Noori-type activity-dependent myelination models,E3 Myelin plasticity,Neuron-myelin system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0123,371,Adaptive conduction-delay models,E3 Myelin plasticity,Neuron-myelin system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0124,372,Myelin-dependent network-synchronization models,E3 Myelin plasticity,Neuron-myelin system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0125,373,Joint synaptic and myelin-plasticity models,E3 Myelin plasticity,Neuron-myelin system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0126,374,Oligodendrocyte-mediated myelin-plasticity models,E3 Myelin plasticity,Neuron-myelin system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0127,394,Multiple-sclerosis demyelination models,E4 Demyelination,Neuron-myelin system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0128,395,OPC recruitment models,E4 Demyelination,Neuron-myelin system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0129,396,Oligodendrocyte death models,E4 Demyelination,Neuron-myelin system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0130,397,Inflammation–demyelination coupling models,E4 Demyelination,Neuron-myelin system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0131,398,Remyelination population models,E4 Demyelination,Neuron-myelin system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0132,399,Axonal damage–myelin feedback models,E4 Demyelination,Neuron-myelin system,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0133,409,Schwann-cell precursor differentiation,F Peripheral glia,Schwann cell and peripheral glia,cell_function,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0134,410,Immature Schwann-cell dynamics,F Peripheral glia,Schwann cell and peripheral glia,cell_function,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0135,411,Myelinating versus non-myelinating Schwann-cell state models,F Peripheral glia,Schwann cell and peripheral glia,cell_function,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0136,412,Neuregulin/ErbB-dependent Schwann-cell differentiation,F Peripheral glia,Schwann cell and peripheral glia,cell_function,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0137,413,Repair Schwann-cell transition,F Peripheral glia,Schwann cell and peripheral glia,cell_function,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0138,414,c-Jun-driven Schwann-cell injury response,F Peripheral glia,Schwann cell and peripheral glia,cell_function,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0139,415,Wallerian degeneration multicellular models,F Peripheral glia,Schwann cell and peripheral glia,cell_function,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0140,416,Schwann-cell–macrophage coupling,F Peripheral glia,Schwann cell and peripheral glia,cell_function,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0141,417,Büngner-band formation,F Peripheral glia,Schwann cell and peripheral glia,cell_function,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0142,418,Peripheral-axon regeneration,F Peripheral glia,Schwann cell and peripheral glia,cell_function,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0143,419,Peripheral remyelination,F Peripheral glia,Schwann cell and peripheral glia,cell_function,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0144,420,Neural-conduit Schwann-cell migration,F Peripheral glia,Schwann cell and peripheral glia,cell_function,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0145,421,Terminal Schwann cells at the neuromuscular junction,F Peripheral glia,Schwann cell and peripheral glia,cell_function,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0146,422,Satellite glial-cell ion-homeostasis models,F Peripheral glia,Schwann cell and peripheral glia,cell_function,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0147,423,Olfactory ensheathing-cell regeneration models,F Peripheral glia,Schwann cell and peripheral glia,cell_function,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0148,437,Ependymal cells,G Other nervous-system cells,Other nervous-system cell,not_assessed,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0149,438,Choroid-plexus epithelial cells,G Other nervous-system cells,Other nervous-system cell,not_assessed,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0150,439,Radial glia,G Other nervous-system cells,Other nervous-system cell,not_assessed,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0151,440,Neural stem cells,G Other nervous-system cells,Other nervous-system cell,not_assessed,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0152,441,Pericytes,G Other nervous-system cells,Other nervous-system cell,not_assessed,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0153,442,Brain endothelial cells,G Other nervous-system cells,Other nervous-system cell,not_assessed,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0154,443,Vascular smooth-muscle cells,G Other nervous-system cells,Other nervous-system cell,not_assessed,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0155,444,Müller glia,G Other nervous-system cells,Other nervous-system cell,not_assessed,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0156,445,Satellite glial cells,G Other nervous-system cells,Other nervous-system cell,not_assessed,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0157,446,Enteric glia,G Other nervous-system cells,Other nervous-system cell,not_assessed,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0158,447,Olfactory ensheathing cells,G Other nervous-system cells,Other nervous-system cell,not_assessed,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0159,448,Perivascular macrophages,G Other nervous-system cells,Other nervous-system cell,not_assessed,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0160,449,Meningeal macrophages,G Other nervous-system cells,Other nervous-system cell,not_assessed,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0161,450,Infiltrating monocytes,G Other nervous-system cells,Other nervous-system cell,not_assessed,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0162,482,van Vreeswijk–Sompolinsky balanced network,H1 Recurrent spiking networks,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0163,483,Brunel sparse E/I network,H1 Recurrent spiking networks,Neural population,coupled_multicellular,yes,Dynamics of Sparsely Connected Networks of Excitatory and Inhibitory Spiking Neurons,10.1023/A:1008925309027,verified,source_identified,bibliography_verified,not_verified,no,,not_assessed,promoted,,high,2026-07-23
screen_0164,484,Potjans–Diesmann cortical microcircuit,H1 Recurrent spiking networks,Neuron,coupled_multicellular,yes,The cell-type specific cortical microcircuit: relating structure and activity in a full-scale spiking network model,10.1093/cercor/bhs358,verified,source_identified,bibliography_verified,parameters_incomplete,no,,license_unclear,bibliography_verified,Equation audit is not complete.,high,2026-07-23
screen_0165,485,Song–Miller–Abbott STDP network,H1 Recurrent spiking networks,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0166,486,Tsodyks–Markram recurrent STP networks,H1 Recurrent spiking networks,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0167,494,Wilson–Cowan,H2 Neural-mass and field models,Neuron,cell_population,yes,Excitatory and Inhibitory Interactions in Localized Populations of Model Neurons,10.1016/S0006-3495(72)86068-5,verified,source_inspected,equation_transcribed,parameters_incomplete,no,,license_unclear,promoted,,high,2026-07-23
screen_0168,495,Jansen–Rit,H2 Neural-mass and field models,Neural population,cell_population,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0169,496,Brunel Fokker–Planck mean field,H2 Neural-mass and field models,Neural population,cell_population,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0170,497,Montbrió–Pazó–Roxin exact QIF mean field,H2 Neural-mass and field models,Neuron,cell_population,yes,Macroscopic Description for Networks of Spiking Neurons,10.1103/PhysRevX.5.021028,verified,source_inspected,equation_transcribed,parameters_incomplete,no,,license_unclear,promoted,,high,2026-07-23
screen_0171,498,Amari neural field,H2 Neural-mass and field models,Neural population,cell_population,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0172,499,Liley neural-field models,H2 Neural-mass and field models,Neural population,cell_population,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0173,500,Robinson corticothalamic models,H2 Neural-mass and field models,Neural population,cell_population,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0174,501,Dynamic mean-field models,H2 Neural-mass and field models,Neural population,cell_population,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0175,502,Reduced Wong–Wang whole-brain node model,H2 Neural-mass and field models,Neural population,cell_population,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0176,503,Kuramoto connectome-coupled phase models,H2 Neural-mass and field models,Neural population,cell_population,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0177,513,Hopfield associative-memory network,H3 Memory and attractor models,Neural population,cell_population,yes,Neural networks and physical systems with emergent collective computational abilities.,10.1073/pnas.79.8.2554,verified,source_identified,bibliography_verified,not_verified,no,,not_assessed,promoted,,high,2026-07-23
screen_0178,514,Continuous-attractor networks,H3 Memory and attractor models,Neural population,cell_population,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0179,515,Zhang head-direction continuous attractor,H3 Memory and attractor models,Neural population,cell_population,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0180,516,Burak–Fiete grid-cell continuous attractor,H3 Memory and attractor models,Neural population,cell_population,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0181,517,Winner-take-all networks,H3 Memory and attractor models,Neural population,cell_population,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0182,518,Compte prefrontal working-memory network,H3 Memory and attractor models,Neural population,cell_population,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0183,519,Wong–Wang decision network,H3 Memory and attractor models,Neuron,coupled_multicellular,yes,A recurrent network mechanism of time integration in perceptual decisions,10.1523/JNEUROSCI.3733-05.2006,verified,source_identified,bibliography_verified,parameters_incomplete,no,,license_unclear,bibliography_verified,Equation audit is not complete.,high,2026-07-23
screen_0184,520,Reservoir / liquid-state spiking networks,H3 Memory and attractor models,Neural population,cell_population,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0185,528,Wang–Buzsáki ING gamma network,H4 Oscillation and sleep models,Neural population,coupled_multicellular,yes,Gamma Oscillation by Synaptic Inhibition in a Hippocampal Interneuronal Network Model,10.1523/JNEUROSCI.16-20-06402.1996,verified,source_identified,bibliography_verified,not_verified,no,,not_assessed,promoted,,high,2026-07-23
screen_0186,529,PING gamma networks,H4 Oscillation and sleep models,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0187,530,Theta–gamma coupling models,H4 Oscillation and sleep models,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0188,531,Thalamic spindle models,H4 Oscillation and sleep models,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0189,532,Thalamocortical slow-wave models,H4 Oscillation and sleep models,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0190,533,Cortical Up/Down-state models,H4 Oscillation and sleep models,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0191,534,Hippocampal sharp-wave-ripple models,H4 Oscillation and sleep models,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0192,535,Slow-wave-sleep models,H4 Oscillation and sleep models,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0193,543,Billeh mouse V1 model,H5 Brain-region circuits,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0194,544,Rao–Ballard predictive-coding circuit,H5 Brain-region circuits,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0195,545,Cell-type-specific PV/SST/VIP cortical circuits,H5 Brain-region circuits,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0196,546,Barrel-cortex models,H5 Brain-region circuits,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0197,547,Compte PFC working-memory circuit,H5 Brain-region circuits,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
screen_0198,548,CA3 recurrent-memory circuits,H5 Brain-region circuits,Neural population,coupled_multicellular,no,,,not_verified,not_verified,not_verified,not_verified,no,,not_assessed,candidate,"In scope after title-level inventory screening; source-specific bibliographic, full-text, equation, and license evidence remains pending.",medium,2026-07-23
